,Region,Region Name,Store,Store Name,Store Postcode,Small Trolley,Large Trolley,Total Trolleys,Trolleys (Y/N),Handheld Basket,Rollable Basket,Total Baskets,Baskets (Y/N),Frequency of Basket Clean,Total per Annum,Latitude,Longitude,Estimated Cleaning Time,Cleaning Time
0,250,Belvedere,1756,LON-Bromley Town Centre,BR1 1EZ,0,0,0,No,75,19,94,Yes,Monthly,12,51.40418533333333,0.0149269,69.00,69
1,250,Belvedere,1810,LON-Staines,TW18 4BJ,0,0,0,No,0,60,60,Yes,Bi-monthly,6,51.43426875,-0.5121444,60.00,60
2,250,Belvedere,1848,LON-Camberwell,SE5 8RZ,0,0,0,No,200,120,320,Yes,Monthly,12,51.47325562727273,-0.093389214,253.33333333333334,253
3,250,Belvedere,2128,LON-Fulham,SW6 1NJ,0,0,0,No,0,163,163,Yes,Quarterly,4,51.48409453333333,-0.201921567,163.00,163
4,250,Belvedere,2169,LON-Wandsworth,SW18 4TF,0,0,0,No,0,80,80,Yes,Bi-monthly,6,51.45517441538461,-0.193578777,80.00,80
5,290,Enfield,1200,LON-Finsbury Park,N4 2DE,0,0,0,No,250,25,275,Yes,Monthly,12,51.5660307,-0.10308448,191.66666666666669,192
6,290,Enfield,1397,LON-West Ealing,W13 0SA,0,0,0,No,92,79,171,Yes,Monthly,12,51.5102057,-0.3244994,140.33333333333334,140
7,290,Enfield,1558,LON-Stratford,E15 1XE,0,0,0,No,12,240,252,Yes,Monthly,12,51.54178341304348,-0.00043683,248.00,248
8,290,Enfield,1707,LON-Walthamstow Central,E17 7JR,0,0,0,No,70,170,240,Yes,Monthly,12,51.5831307,-0.023905588,216.66666666666669,217
9,290,Enfield,1776,LON-Forest Gate,E7 8BG,0,0,0,No,9,188,197,Yes,Monthly,12,3.0463757894903445,101.77568465553864,194.00,194
10,290,Enfield,2011,LON-Hoxton Street,N1 5LG,0,0,0,No,0,159,159,Yes,Monthly,12,51.53372,-0.08048,159.00,159
11,290,Enfield,2080,LON-Upton Park,E13 9AP,0,0,0,No,0,150,150,Yes,Monthly,12,51.536144060000005,0.0346279,150.00,150
12,340,Doncaster,1775,MAN-Piccadilly,M1 4BT,0,0,0,No,91,94,185,Yes,Monthly,12,53.48042076666667,-2.2384526,154.66666666666666,155
13,340,Doncaster,2081,HUL-Connaught Road,HU7 3AP,0,0,0,No,0,0,0,No,Monthly,12,53.79616,-0.35822,0.00,0
14,340,Doncaster,2106,SHE-High Street,S1 1QH,0,0,0,No,1,130,131,Yes,Monthly,12,53.3809,-1.4703,130.66666666666666,131
15,600,Luton,1711,LON-Watford South,WD17 2HX,0,0,0,No,0,0,0,No,Bi-monthly,6,51.6489199,-0.3866,0.00,0
16,600,Luton,1811,LTN-Hatters Way Retail Park,LU4 8EZ,0,0,0,No,0,0,0,No,Bi-monthly,6,51.89010101428571,-0.455724729,0.00,0
17,600,Luton,2014,Marlow,SL7 1DP,0,0,0,No,0,0,0,No,Quarterly,4,51.5732112,-0.7752437,0.00,0
18,490,Motherwell,833,EDI-Wester Hailes,EH14 2SW,2,1,3,Yes,0,100,100,Yes,Bi-monthly,6,55.91544333157895,-3.284787432,103.00,103
19,340,Doncaster,1145,MAN-Rusholme,M13 9PD,4,0,4,Yes,255,110,365,Yes,Monthly,12,53.45867659,-2.226979425,284.00,284
20,290,Enfield,1740,LON-Harrow,HA1 1AS,5,0,5,Yes,0,105,105,Yes,Monthly,12,51.58102,-0.3368,110.00,110
21,290,Enfield,1976,"LON-Finsbury Park, Morris Place",N4 3JG,6,0,6,Yes,104,93,197,Yes,Monthly,12,51.5660226,-0.10782945,168.33333333333334,168
22,490,Motherwell,1042,EDI-Nicolson Street,EH8 9DT,6,0,6,Yes,124,59,183,Yes,Monthly,12,55.94562089259259,-3.184476967,147.66666666666669,148
23,460,Avonmouth,1985,BRS-Union Street,BS1 2DS,7,0,7,Yes,307,97,404,Yes,Monthly,12,51.45669876666667,-2.592066083,308.66666666666663,309
24,600,Luton,1694,MK-Wolverton,MK12 5NT,7,0,7,Yes,0,0,0,No,Quarterly,4,52.0635827,-0.8113195,7.00,7
25,320,Southampton,1338,SOU-High Street,SO14 2DF,1,7,8,Yes,90,30,120,Yes,Monthly,12,50.90113415,-1.403702563,98.00,98
26,600,Luton,2041,LON-Borehamwood,WD6 4PR,4,4,8,Yes,0,30,30,Yes,Bi-monthly,6,51.65644736,-0.278631588,38.00,38
27,250,Belvedere,1971,LON-Putney,SW15 1SF,9,0,9,Yes,75,198,273,Yes,Monthly,12,51.46448195,-0.21573125,257.00,257
28,490,Motherwell,1354,GLA-Jamaica Street,G1 4NN,9,0,9,Yes,0,107,107,Yes,Monthly,12,55.856722133333335,-4.255032133,116.00,116
29,600,Luton,1324,Woodley,RG5 4JA,0,9,9,Yes,0,126,126,Yes,Bi-monthly,6,51.45309068,-0.904204625,135.00,135
30,220,Runcorn,1828,LIV-Lime Street,L1 1JQ,10,0,10,Yes,0,118,118,Yes,Monthly,12,53.40616856666667,-2.9784769,128.00,128
31,250,Belvedere,1387,LON-Croydon Church Street,CR0 1RB,5,5,10,Yes,60,80,140,Yes,Monthly,12,51.37363943888889,-0.103198411,130.00,130
32,310,Northfleet,1670,LON-Ilford High Road,IG1 1DE,6,5,11,Yes,76,87,163,Yes,Monthly,12,51.55874835833333,0.0715029,148.66666666666666,149
33,220,Runcorn,1210,LIV-Bootle,L20 5BQ,0,13,13,Yes,150,30,180,Yes,Bi-monthly,6,53.4540654,-2.9905469,143.00,143
34,600,Luton,1398,Bicester,OX26 4JQ,13,0,13,Yes,0,28,28,Yes,Quarterly,4,51.9033497,-1.13393825,41.00,41
35,430,Exeter,586,BOU-Boscombe,BH1 4SX,6,8,14,Yes,120,90,210,Yes,Bi-monthly,6,50.72718758,-1.83971022,184.00,184
36,490,Motherwell,1111,GLA-Balmore Road,G22 6RL,4,10,14,Yes,0,0,0,No,Bi-monthly,6,55.88469,-4.25639,14.00,14
37,600,Luton,1268,COV-Binley Road,CV3 1HX,15,0,15,Yes,0,0,0,No,Bi-monthly,6,52.4067979,-1.476433,15.00,15
38,600,Luton,1358,LTN-Leagrave,LU3 2QL,9,6,15,Yes,0,78,78,Yes,Bi-monthly,6,51.90447583,-0.452617425,93.00,93
39,600,Luton,878,LON-Hayes Uxbridge Road,UB4 0SD,16,0,16,Yes,0,15,15,Yes,Bi-monthly,6,51.5189768,-0.4096202,31.00,31
40,290,Enfield,1910,LON-Hammersmith,W6 9HW,2,15,17,Yes,187,123,310,Yes,Monthly,12,51.49269274,-0.227324775,264.6666666666667,265
41,600,Luton,2033,SLO-Bath Road,SL1 5AL,0,17,17,Yes,136,30,166,Yes,Bi-monthly,6,51.51331491111111,-0.621355111,137.66666666666666,138
42,250,Belvedere,1285,LON-Whitton,TW2 7LT,14,4,18,Yes,40,46,86,Yes,Bi-monthly,6,51.45236674,-0.35825391,90.66666666666666,91
43,600,Luton,1875,Warwick,CV34 4QP,18,0,18,Yes,0,0,0,No,Quarterly,4,52.28568203333333,-1.571975367,18.00,18
44,290,Enfield,409,LON-Wembley Stadium,HA9 8TS,0,19,19,Yes,174,86,260,Yes,Monthly,12,51.56140325,-0.28116875,221.00,221
45,290,Enfield,2058,LON-East Ham South,E6 1LA,19,2,21,Yes,22,300,322,Yes,Monthly,12,51.533008542105264,0.053076726,335.6666666666667,336
46,600,Luton,270,REA-Oxford Road,RG30 1AS,21,0,21,Yes,0,0,0,No,Bi-monthly,6,51.4553357,-0.990883667,21.00,21
47,600,Luton,1846,LON-Uxbridge Town Centre,UB8 1GB,21,0,21,Yes,60,60,120,Yes,Monthly,12,51.5457579,-0.4767332,121.00,121
48,600,Luton,1856,WYC-London Rd,HP11 1LJ,21,0,21,Yes,0,0,0,No,Bi-monthly,6,51.62232,-0.72816,21.00,21
49,250,Belvedere,1124,LON-Stockwell,SW9 0QE,9,13,22,Yes,84,270,354,Yes,Monthly,12,51.4735027,-0.1207623,348.00,348
50,310,Northfleet,743,SOS-Greyhound Retail Park,SS2 5PY,19,3,22,Yes,73,0,73,Yes,Bi-monthly,6,51.54450948,0.71583255,70.66666666666666,71
51,600,Luton,1474,RUS-Newton Road,NN10 0HD,20,3,23,Yes,74,83,157,Yes,Bi-monthly,6,52.28963083,-0.593760575,155.33333333333334,155
52,220,Runcorn,1127,LIV-Seaforth,L21 6PD,9,15,24,Yes,0,19,19,Yes,Bi-monthly,6,53.466143,-3.0044234,43.00,43
53,310,Northfleet,1929,Grays-Lakeside Retail Park,RM20 1WN,20,4,24,Yes,75,0,75,Yes,Bi-monthly,6,51.48621566,0.277083475,74.00,74
54,360,Wednesbury,1244,BIR-Handsworth,B21 9SF,3,21,24,Yes,0,62,62,Yes,Monthly,12,52.504378,-1.941156511,86.00,86
55,590,Peterborough,1380,NOT-Ilkeston Road,NG7 3NY,13,11,24,Yes,454,0,454,Yes,Monthly,12,52.95592874,-1.18328888,326.66666666666663,327
56,600,Luton,1696,BAN-Spiceball Park Road,OX16 2DX,24,0,24,Yes,0,0,0,No,Bi-monthly,6,52.06368,-1.33166,24.00,24
57,220,Runcorn,591,Rock Ferry,CH42 3UZ,12,13,25,Yes,0,49,49,Yes,Bi-monthly,6,53.3746453,-3.014607,74.00,74
58,490,Motherwell,1790,Bathgate,EH48 1HE,0,25,25,Yes,0,60,60,Yes,Quarterly,4,55.90020131666666,-3.643166333,85.00,85
59,250,Belvedere,1917,LON-Colliers Wood,SW19 2TY,12,14,26,Yes,44,39,83,Yes,Bi-monthly,6,51.41395118,-0.177023338,94.33333333333333,94
60,290,Enfield,1329,LON-Edmonton Green,N9 0TY,12,14,26,Yes,0,66,66,Yes,Monthly,12,51.62488966,-0.0591428,92.00,92
61,430,Exeter,1319,Kingsteignton,TQ12 3AQ,1,25,26,Yes,1,36,37,Yes,Quarterly,4,50.5453566,-3.5987996,62.666666666666664,63
62,460,Avonmouth,710,BRS-Emersons Green,BS16 7AE,2,24,26,Yes,0,36,36,Yes,Quarterly,4,51.49294703,-2.47473078,62.00,62
63,600,Luton,1518,REA-Bath Road,RG30 2HB,26,0,26,Yes,0,0,0,No,Bi-monthly,6,51.4438976,-1.0244933,26.00,26
64,300,Bridgend,1563,CAR-Splott,CF24 5EH,0,27,27,Yes,86,64,150,Yes,Bi-monthly,6,51.4795008,-3.1576192,148.33333333333334,148
65,600,Luton,1866,LON-Harrow Weald,HA3 6HF,7,20,27,Yes,0,225,225,Yes,Monthly,12,51.60578823333333,-0.339521633,252.00,252
66,220,Runcorn,1843,Lancaster,LA1 1BS,12,16,28,Yes,0,31,31,Yes,Quarterly,4,54.05393654285714,-2.794583886,59.00,59
67,600,Luton,1924,Biggleswade,SG18 8NE,28,0,28,Yes,0,0,0,No,Bi-monthly,6,52.07429219,-0.24416371,28.00,28
68,600,Luton,1292,AYL-Aylesbury Shopping Park,HP20 1DG,25,4,29,Yes,0,54,54,Yes,Quarterly,4,51.82014911,-0.809822475,83.00,83
69,220,Runcorn,1218,PRE-New Hall Lane,PR1 4DT,20,10,30,Yes,0,35,35,Yes,Bi-monthly,6,53.7608701,-2.6835441,65.00,65
70,490,Motherwell,1561,EDI-Craigmillar,EH16 4GN,0,30,30,Yes,0,64,64,Yes,Monthly,12,55.93308,-3.13272,94.00,94
71,590,Peterborough,1662,COL-Abbots Road,CO2 8BG,13,17,30,Yes,92,0,92,Yes,Bi-monthly,6,51.87175594705882,0.9170521705882354,91.33333333333334,91
72,600,Luton,1754,MK-Newport Pagnell,MK14 5AA,0,30,30,Yes,0,100,100,Yes,Bi-monthly,6,52.08102,-0.74734,130.00,130
73,250,Belvedere,485,LON-Catford,SE6 2DD,6,25,31,Yes,95,82,177,Yes,Monthly,12,51.4444722,-0.019012,176.33333333333331,176
74,430,Exeter,1844,BOU-Holdenhurst Road,BH8 8DH,18,13,31,Yes,20,85,105,Yes,Monthly,12,50.7274288,-1.8620205,129.33333333333334,129
75,490,Motherwell,749,DUN-City Centre,DD1 1PX,12,19,31,Yes,0,63,63,Yes,Monthly,12,56.4598657,-2.9762885,94.00,94
76,600,Luton,1402,Huntingdon,PE29 6HG,5,26,31,Yes,0,31,31,Yes,Bi-monthly,6,52.3399302,-0.193854925,62.00000000000001,62
77,490,Motherwell,390,Glenrothes,KY7 5PS,14,18,32,Yes,0,26,26,Yes,Bi-monthly,6,56.19796055,-3.17137045,58.00,58
78,490,Motherwell,929,Wick,KW1 5NH,15,17,32,Yes,0,24,24,Yes,Quarterly,4,58.4325596,-3.0959904,56.00,56
79,490,Motherwell,1091,Perth,PH1 1PR,0,32,32,Yes,0,32,32,Yes,Bi-monthly,6,56.3963406,-3.444639,64.00,64
80,600,Luton,397,STN-Cedar House,PE19 1JL,6,26,32,Yes,0,53,53,Yes,Bi-monthly,6,52.2283609,-0.264404433,85.00,85
81,290,Enfield,1893,LON-Loughton Church Hill,IG10 1LH,20,13,33,Yes,148,0,148,Yes,Bi-monthly,6,51.6558099,0.0660152,131.66666666666669,132
82,310,Northfleet,1857,GRE-Imperial Retail Park,DA11 0DQ,28,5,33,Yes,75,0,75,Yes,Bi-monthly,6,51.44400524,0.36097066,83.00,83
83,340,Doncaster,629,Ashton-under-Lyne,OL6 7PF,7,26,33,Yes,0,67,67,Yes,Bi-monthly,6,53.4850201,-2.094977,100.00,100
84,360,Wednesbury,467,BIR-Acocks Green,B27 7RR,0,33,33,Yes,0,49,49,Yes,Bi-monthly,6,52.4436938,-1.834459987,82.00,82
85,430,Exeter,690,BOU-Winton,BH9 2HE,25,8,33,Yes,0,115,115,Yes,Monthly,12,50.7413494,-1.87954302,148.00,148
86,290,Enfield,1376,LON-Wood Green,N22 6HE,31,3,34,Yes,217,186,403,Yes,Monthly,12,51.5938278,-0.106645,364.66666666666663,365
87,600,Luton,1381,WYC-Desborough Avenue,HP11 2SB,34,0,34,Yes,0,0,0,No,Bi-monthly,6,51.63245,-0.76346,34.00,34
88,600,Luton,1679,BED-Goldington Road,MK41 0GX,10,24,34,Yes,0,26,26,Yes,Quarterly,4,52.1448642,-0.41796075,60.00,60
89,220,Runcorn,122,BLA-Cleveleys,FY5 1LY,10,25,35,Yes,0,65,65,Yes,Bi-monthly,6,53.87136845,-3.04475015,100.00,100
90,250,Belvedere,1902,LON-Brooklands,KT13 0XR,7,28,35,Yes,79,76,155,Yes,Quarterly,4,51.3457747,-0.4742063,163.66666666666666,164
91,260,Newton Aycliffe,1608,GAT-Pelaw,NE10 0QD,15,20,35,Yes,0,30,30,Yes,Quarterly,4,54.9529181,-1.5466991,65.00,65
92,310,Northfleet,625,BSL-Laindon,SS15 6PA,35,0,35,Yes,66,5,71,Yes,Bi-monthly,6,51.5754693,0.4208876,84.00,84
93,310,Northfleet,1892,GIL-Medway Road,ME7 1NL,35,0,35,Yes,35,0,35,Yes,Bi-monthly,6,51.3955093,0.550628,58.333333333333336,58
94,490,Motherwell,1003,Alness,IV17 0UY,20,15,35,Yes,0,50,50,Yes,Quarterly,4,57.69319085,-4.2452684,85.00,85
95,490,Motherwell,2073,EDI-Straiton,EH20 9QY,13,22,35,Yes,4,117,121,Yes,Quarterly,4,55.8865541,-3.1630202,154.66666666666666,155
96,600,Luton,1409,Maidenhead,SL6 1AY,35,0,35,Yes,0,0,0,No,Bi-monthly,6,51.51857294,-0.71659462,35.00,35
97,600,Luton,1685,Buckingham,MK18 7RB,35,0,35,Yes,0,0,0,No,Quarterly,4,51.9892548,-0.9772568,35.00,35
98,220,Runcorn,555,LIV-Huyton,L36 3YD,10,26,36,Yes,0,87,87,Yes,Bi-monthly,6,53.4228783,-2.8586298,123.00,123
99,290,Enfield,1148,LON-Enfield Town,EN2 6TR,31,5,36,Yes,0,119,119,Yes,Monthly,12,51.6504449,-0.081118667,155.00,155
100,300,Bridgend,502,CAR-Ely,CF5 5TD,2,34,36,Yes,0,81,81,Yes,Bi-monthly,6,51.47497516666667,-3.249837,117.00,117
101,340,Doncaster,1245,MAN-Openshaw,M11 1JJ,4,32,36,Yes,0,60,60,Yes,Bi-monthly,6,53.47271753,-2.164486875,96.00,96
102,600,Luton,1720,LON-South Oxhey,WD19 7AG,36,0,36,Yes,0,136,136,Yes,Bi-monthly,6,51.6275,-0.3892,172.00,172
103,250,Belvedere,1299,LON-New Malden,KT3 4AH,27,10,37,Yes,112,58,170,Yes,Monthly,12,51.400312,-0.2538271,169.66666666666669,170
104,430,Exeter,1213,PLY-St Budeaux,PL5 1UD,31,6,37,Yes,0,34,34,Yes,Bi-monthly,6,50.40009,-4.18437,71.00,71
105,460,Avonmouth,403,BRS-Lawrence Hill,BS5 0BT,13,24,37,Yes,105,57,162,Yes,Monthly,12,51.45828993333333,-2.5653707,164.00,164
106,600,Luton,80,MK-Bletchley,MK2 2EN,33,5,38,Yes,0,146,146,Yes,Bi-monthly,6,51.99694995,-0.73304365,184.00,184
107,600,Luton,1750,MK-Brooklands,MK10 7NP,18,20,38,Yes,30,200,230,Yes,Bi-monthly,6,52.0460055,-0.6774513,258.00,258
108,600,Luton,1847,HLW-Edinburgh Way,CM20 2DA,38,0,38,Yes,30,38,68,Yes,Quarterly,4,51.783875313636365,0.1081054818181818,96.00,96
109,300,Bridgend,349,Cinderford,GL14 2LY,16,23,39,Yes,6,62,68,Yes,Quarterly,4,51.8260321,-2.5011931,105.00,105
110,360,Wednesbury,573,Bilston,WV14 0EZ,12,27,39,Yes,0,52,52,Yes,Bi-monthly,6,52.5634827,-2.081048,91.00,91
111,600,Luton,1231,Leamington Spa,CV31 3NY,39,0,39,Yes,0,0,0,No,Quarterly,4,52.282842333333335,-1.549907633,39.00,39
112,220,Runcorn,935,BLA-Devonshire Road,FY3 8BL,20,20,40,Yes,0,30,30,Yes,Bi-monthly,6,53.82343,-3.03839,70.00,70
113,300,Bridgend,38,NEA-Briton Ferry,SA11 1AS,11,29,40,Yes,0,47,47,Yes,Quarterly,4,51.6528338,-3.8136099,87.00,87
114,300,Bridgend,1439,CAR-Leckwith Road,CF11 8AZ,8,32,40,Yes,0,36,36,Yes,Quarterly,4,51.4736671,-3.2039908,76.00,76
115,320,Southampton,1368,Aldershot,GU11 1DB,25,15,40,Yes,36,24,60,Yes,Bi-monthly,6,51.248930910714286,-0.764741061,88.00,88
116,320,Southampton,1870,POR-Ocean Retail Park,PO3 5HH,6,34,40,Yes,0,79,79,Yes,Quarterly,4,50.81459935,-1.0463016,119.00,119
117,360,Wednesbury,1529,BIR-Yardley,B25 8LP,12,28,40,Yes,0,76,76,Yes,Bi-monthly,6,52.46186,-1.82294,116.00,116
118,360,Wednesbury,768,BIR-Winson Green,B18 7QY,10,30,40,Yes,0,207,207,Yes,Monthly,12,52.48683104,-1.9356994,247.00,247
119,360,Wednesbury,1246,STO-London Road,ST4 7SG,8,32,40,Yes,0,86,86,Yes,Bi-monthly,6,53.00054,-2.1871185,126.00,126
120,460,Avonmouth,1768,Bromsgrove,B61 0DD,11,29,40,Yes,0,95,95,Yes,Quarterly,4,52.33853443333333,-2.054603533,135.00,135
121,490,Motherwell,1132,EDI-Leith,EH6 6AA,10,30,40,Yes,3,110,113,Yes,Monthly,12,55.97106445,-3.1718065,152.00,152
122,600,Luton,1977,NTH-Kettering Road North,NN3 6HH,40,0,40,Yes,0,0,0,No,Monthly,12,24.8096018,87.79728715374571,40.00,40
123,220,Runcorn,1645,Bromborough,CH62 3PW,19,22,41,Yes,0,46,46,Yes,Quarterly,4,53.33657,-2.97686,87.00,87
124,260,Newton Aycliffe,1016,NEW-Benwell,NE15 6RS,12,29,41,Yes,0,108,108,Yes,Bi-monthly,6,54.97137,-1.66304,149.00,149
125,340,Doncaster,545,HUD-Castlegate,HD1 3HJ,23,18,41,Yes,0,155,155,Yes,Bi-monthly,6,53.6425234,-1.785303,196.00,196
126,360,Wednesbury,1467,LEI-Burton Street,LE1 1TE,20,21,41,Yes,0,118,118,Yes,Monthly,12,52.6366827,-1.12407365,159.00,159
127,460,Avonmouth,1719,CHT-Tewkesbury Road,GL51 9FJ,19,22,41,Yes,115,69,184,Yes,Quarterly,4,51.9159807,-2.1017315,186.66666666666669,187
128,220,Runcorn,448,Colwyn Bay,LL29 7LP,25,17,42,Yes,0,66,66,Yes,Quarterly,4,53.2995803,-3.7384568,108.00,108
129,220,Runcorn,739,Denbigh,LL16 3AU,24,18,42,Yes,0,96,96,Yes,Quarterly,4,53.18603678333333,-3.414196833,138.00,138
130,310,Northfleet,471,LON-Ilford Retail Park,IG1 1NF,28,14,42,Yes,38,0,38,Yes,Bi-monthly,6,51.5606518,0.0782952,67.33333333333333,67
131,340,Doncaster,1859,MAN-Cheetham Hill Rd,M8 8BB,0,42,42,Yes,0,15,15,Yes,Bi-monthly,6,53.49902723,-2.238265875,57.00,57
132,340,Doncaster,1923,MAN-Eccles,M50 1ZD,18,24,42,Yes,0,52,52,Yes,Bi-monthly,6,53.48256221111111,-2.329058644,94.00,94
133,360,Wednesbury,1243,BUR-Derby Street,DE14 2LJ,23,19,42,Yes,0,102,102,Yes,Bi-monthly,6,52.8082847,-1.641959,144.00,144
134,360,Wednesbury,1007,Great Bridge,DY4 7AH,12,30,42,Yes,0,75,75,Yes,Quarterly,4,52.5303505,-2.0380337,117.00,117
135,250,Belvedere,826,LON-Sydenham,SE26 5JX,16,27,43,Yes,48,32,80,Yes,Bi-monthly,6,51.42558612,-0.04845455,107.00,107
136,310,Northfleet,2026,MAI-St. Peters Street,ME16 0SN,39,4,43,Yes,60,0,60,Yes,Bi-monthly,6,51.27363373333333,0.5164469333333332,83.00,83
137,340,Doncaster,592,BOL-Farnworth,BL4 9HF,1,42,43,Yes,0,51,51,Yes,Quarterly,4,53.54620565,-2.3987865,94.00,94
138,360,Wednesbury,523,STA-Madford,ST16 2QY,16,27,43,Yes,0,29,29,Yes,Quarterly,4,52.81046495,-2.12161325,72.00,72
139,360,Wednesbury,1463,BIR-Balsall Heath,B12 9BS,0,43,43,Yes,0,51,51,Yes,Monthly,12,52.4558125,-1.8867841,94.00,94
140,490,Motherwell,1654,Alloa,FK10 4DA,0,43,43,Yes,0,31,31,Yes,Quarterly,4,56.116274,-3.7761708,74.00,74
141,590,Peterborough,1715,NOT-Clifton,NG11 9AY,35,8,43,Yes,73,0,73,Yes,Bi-monthly,6,52.9022074,-1.1766907,91.66666666666666,92
142,290,Enfield,386,LON-Hanwell,W7 3SU,28,16,44,Yes,0,167,167,Yes,Monthly,12,51.50862443448276,-0.336425021,211.00,211
143,320,Southampton,1504,HOR-Foundry Lane,RH13 5PX,8,36,44,Yes,0,38,38,Yes,Bi-monthly,6,51.07109985714286,-0.315048667,82.00,82
144,360,Wednesbury,1353,TAM-Bolebridge Street,B79 7AG,14,30,44,Yes,0,82,82,Yes,Quarterly,4,52.6321529,-1.6886806,126.00,126
145,360,Wednesbury,1506,STO-Bentilee,ST2 0SP,14,30,44,Yes,0,57,57,Yes,Bi-monthly,6,53.0057465,-2.1232546,101.00,101
146,430,Exeter,550,Launceston,PL15 9DA,24,20,44,Yes,0,36,36,Yes,Quarterly,4,50.63002,-4.35551,80.00,80
147,590,Peterborough,1833,NOT-Bridge,NG7 1GX,36,8,44,Yes,134,23,157,Yes,Bi-monthly,6,52.94556886785714,-1.161575979,156.33333333333334,156
148,600,Luton,921,REA-Basingstoke Road,RG2 0SJ,26,18,44,Yes,10,65,75,Yes,Bi-monthly,6,51.42073623333333,-0.968778433,115.66666666666667,116
149,600,Luton,1863,BED-St Johns Retail Park,MK42 0DJ,12,32,44,Yes,0,20,20,Yes,Bi-monthly,6,52.12984,-0.46357,64.00,64
150,220,Runcorn,568,WRX-Salop Road,LL13 7AF,0,45,45,Yes,0,97,97,Yes,Quarterly,4,53.0417036,-2.9912396,142.00,142
151,220,Runcorn,1472,Fazakerley,L9 9BY,0,45,45,Yes,0,50,50,Yes,Bi-monthly,6,53.4695363,-2.9385785,95.00,95
152,290,Enfield,1164,LON-Alperton,HA0 4EL,4,41,45,Yes,18,145,163,Yes,Monthly,12,51.5503,-0.2984,202.00,202
153,290,Enfield,1845,LON-Beckton Claps Gate Lane,E6 6LG,13,32,45,Yes,0,60,60,Yes,Quarterly,4,51.521384164705886,0.070833247,105.00,105
154,290,Enfield,1922,LON-Holloway,N7 6QD,1,44,45,Yes,170,131,301,Yes,Monthly,12,51.5574978,-0.1180532,289.33333333333337,289
155,340,Doncaster,805,MAN-Longsight,M12 4AA,15,30,45,Yes,0,30,30,Yes,Monthly,12,53.45637,-2.19917,75.00,75
156,430,Exeter,1333,Tavistock,PL19 9DS,23,22,45,Yes,10,44,54,Yes,Quarterly,4,50.5373063,-4.145691,95.66666666666667,96
157,490,Motherwell,13,GLA-Duke Street,G31 1HX,20,25,45,Yes,0,80,80,Yes,Bi-monthly,6,55.85852345714285,-4.224717986,125.00,125
158,600,Luton,1589,LTN-Francis Street,LU1 1HU,31,14,45,Yes,0,158,158,Yes,Bi-monthly,6,51.8835566,-0.4232789,203.00,203
159,220,Runcorn,703,WAR-Town Centre,WA1 2PA,19,27,46,Yes,0,34,34,Yes,Quarterly,4,53.3905598,-2.586318367,80.00,80
160,340,Doncaster,832,Nelson,BB9 7AA,23,23,46,Yes,0,30,30,Yes,Quarterly,4,53.8343837,-2.217448,76.00,76
161,360,Wednesbury,1516,BIR-Kitts Green,B33 0NG,9,37,46,Yes,0,150,150,Yes,Bi-monthly,6,52.47968663333333,-1.770967467,196.00,196
162,360,Wednesbury,818,Whitchurch,SY13 1QL,16,30,46,Yes,0,91,91,Yes,Quarterly,4,52.968449,-2.6791693,137.00,137
163,600,Luton,1383,COV-Foleshill,CV6 5RF,29,17,46,Yes,0,50,50,Yes,Bi-monthly,6,52.4348742,-1.493439,96.00,96
164,600,Luton,1526,Wellingborough,NN8 2DP,46,0,46,Yes,0,0,0,No,Quarterly,4,52.29338426190476,-0.684054367,46.00,46
165,250,Belvedere,978,LON-New Addington,CR0 0LA,15,32,47,Yes,39,53,92,Yes,Bi-monthly,6,51.3460276,-0.019843,126.00,126
166,310,Northfleet,324,Folkestone,CT20 1BP,43,4,47,Yes,90,0,90,Yes,Bi-monthly,6,51.0812957,1.1800425,107.00,107
167,600,Luton,428,LON-Stanmore,HA7 4DU,35,12,47,Yes,0,0,0,No,Bi-monthly,6,51.6183405,-0.3085644,47.00,47
168,600,Luton,516,LON-Pinner,HA5 3HZ,35,12,47,Yes,0,53,53,Yes,Quarterly,4,51.5953653,-0.3849345,100.00,100
169,250,Belvedere,1352,LON-Mitcham Town Centre,CR4 3ED,13,35,48,Yes,40,97,137,Yes,Bi-monthly,6,51.4061378,-0.16689015,171.66666666666666,172
170,260,Newton Aycliffe,1364,SUN-Roker,SR6 0BN,17,31,48,Yes,1,96,97,Yes,Bi-monthly,6,54.9159819,-1.3783625,144.66666666666666,145
171,300,Bridgend,113,Cwmbran,NP44 3EW,20,28,48,Yes,0,38,38,Yes,Quarterly,4,51.65487722857143,-3.0258126,86.00,86
172,310,Northfleet,1096,SOS-Woodgrange,SS1 2SE,40,8,48,Yes,56,0,56,Yes,Bi-monthly,6,51.5349309,0.7302102,85.33333333333334,85
173,310,Northfleet,1458,LON-Harold Hill,RM3 8AE,27,21,48,Yes,119,0,119,Yes,Bi-monthly,6,-22.14595252,166.2945383412703,127.33333333333334,127
174,360,Wednesbury,1515,West Bromwich,B70 9QL,8,40,48,Yes,0,61,61,Yes,Bi-monthly,6,52.5228914,-2.000831267,109.00,109
175,490,Motherwell,139,GLA-St. Rollox,G21 1YX,8,40,48,Yes,0,40,40,Yes,Quarterly,4,55.8753705,-4.2280979,88.00,88
176,490,Motherwell,1629,ABE-Torry,AB12 3ZR,16,32,48,Yes,0,79,79,Yes,Quarterly,4,57.1277,-2.09083,127.00,127
